Player id,Radar,Scenario,Jet Picked,Reaction Time,is Correct
5c9b8f1c-0347-489f-9d99-82f4c59514e0,3,7,1,1.885147,True
5c9b8f1c-0347-489f-9d99-82f4c59514e0,3,3,3,1.848012,True
